brand,ram,storage,screen_size,weight,battery_life,operating_system,price,GPU_brand,easly_reapairable
Lenovo,56,161,14.3,1.8,7.0,Linux,4779.12,intel,true
HP,30,2402,16.0,9.82,4.1,Linux,1351.74,amd,false
Apple,11,2402,15.5,5.33,5.2,macOS,981.59,amd,true
Asus,28,3563,15.8,4.9,6.1,Chrome OS,4110.13,nvidia,true
Samsung,37,3007,13.8,1.12,5.7,macOS,3664.6,nvidia,false
Asus,12,879,15.3,1.41,2.2,Windows,953.87,nvidia,false
HP,64,578,13.0,2.78,2.6,Chrome OS,4374.98,nvidia,false
Acer,54,666,12.3,4.32,9.6,Chrome OS,1816.39,intel,true
Lenovo,15,3445,11.9,1.39,2.3,Linux,4576.43,nvidia,false
Acer,4,599,10.8,7.05,9.6,Windows,2725.94,amd,false
Lenovo,21,1133,12.2,4.5,4.1,Windows,2417.88,intel,false
Apple,14,2001,14.5,8.79,8.0,Chrome OS,684.02,nvidia,true
Lenovo,13,598,16.2,5.52,10.2,macOS,3745.56,amd,true
HP,24,2891,13.3,5.97,9.7,Linux,1155.9,intel,false
Apple,55,372,13.9,9.77,3.7,Windows,800.59,amd,true
Apple,27,2143,16.3,3.27,4.4,Windows,2606.38,amd,false
HP,63,837,14.2,1.8,10.0,Linux,3527.43,amd,false
Sony,59,486,12.0,7.9,8.4,Chrome OS,493.93,amd,true
Samsung,48,2492,16.5,3.98,10.5,Chrome OS,4191.67,amd,false
Microsoft,23,2776,12.3,7.67,3.4,Windows,4475.13,nvidia,false
HP,35,3138,13.8,7.27,6.1,macOS,2042.75,amd,true
Microsoft,25,1480,16.6,8.94,4.7,Linux,3159.04,amd,false
Toshiba,61,1159,14.6,1.22,10.6,Chrome OS,2419.45,nvidia,true
Microsoft,49,2066,13.3,3.16,6.7,Chrome OS,4512.37,nvidia,true
HP,23,225,11.6,5.58,10.9,Windows,1755.26,amd,false
Toshiba,5,1441,15.8,8.05,7.0,Linux,3220.09,intel,true
Microsoft,41,2888,13.7,2.77,2.0,macOS,2279.32,intel,true
Asus,7,2055,10.8,8.81,3.8,Windows,1745.01,amd,true
Acer,34,1439,10.7,4.85,10.2,macOS,545.86,intel,false
Sony,28,3613,10.8,4.79,4.6,Windows,2125.78,nvidia,true
HP,58,2153,12.9,2.58,9.2,macOS,2363.69,intel,true
Acer,24,2980,14.3,6.07,9.9,Linux,2971.35,nvidia,false
Toshiba,36,1526,14.3,4.56,4.7,Windows,1209.96,intel,true
Acer,37,1198,10.8,3.43,9.0,macOS,1568.58,intel,false
Lenovo,26,821,11.6,9.9,11.2,Chrome OS,1292.51,nvidia,true
Asus,27,867,12.4,8.02,5.0,Chrome OS,335.79,amd,true
Microsoft,18,2785,15.2,3.29,9.4,Linux,4602.07,intel,false
Microsoft,12,4073,10.5,2.13,8.1,macOS,2854.34,amd,false
HP,56,3914,11.8,3.16,8.9,Chrome OS,4706.09,nvidia,false
Apple,19,1651,13.5,1.63,2.1,macOS,4413.29,amd,false
Acer,5,3384,16.3,8.58,2.9,Windows,4457.27,amd,true
Microsoft,30,2998,12.1,7.95,3.8,Chrome OS,874.13,amd,true
Sony,7,2885,17.0,8.67,3.5,Linux,785.42,amd,false
Acer,39,3892,15.5,9.0,3.2,Chrome OS,1345.68,intel,false
Toshiba,54,1300,12.3,3.12,5.0,macOS,1628.62,intel,true
Sony,60,2304,15.0,6.87,3.5,Linux,3769.75,nvidia,true
HP,31,662,13.8,2.84,10.4,Windows,2380.56,amd,false
Samsung,59,1113,11.4,8.77,6.0,macOS,4875.27,intel,true
Microsoft,50,2227,16.7,4.18,6.1,macOS,3459.09,amd,false
HP,62,2752,12.9,4.42,2.5,macOS,4287.52,nvidia,false
Lenovo,26,1144,15.6,8.24,3.7,Linux,3926.42,amd,false
Acer,34,2581,15.6,9.41,7.6,Chrome OS,1459.22,intel,true
HP,63,3284,10.4,9.01,11.8,macOS,1099.43,amd,false
HP,60,3290,12.5,1.56,8.6,Windows,646.59,intel,false
Microsoft,22,4095,13.5,4.21,10.9,macOS,1198.78,intel,true
Lenovo,45,3580,16.4,6.98,10.1,macOS,2597.54,amd,false
Lenovo,5,2578,14.8,6.44,3.1,Chrome OS,1030.42,nvidia,false
Sony,48,3803,12.5,2.88,12.0,macOS,3306.77,amd,false
Lenovo,39,671,16.9,6.18,4.4,Windows,4881.27,amd,false
Asus,48,1871,10.3,2.82,8.6,Linux,4542.09,amd,false
Dell,36,1844,16.4,2.35,7.3,Chrome OS,499.97,amd,true
Microsoft,20,1162,15.7,7.55,4.2,Linux,4242.88,nvidia,false
Apple,30,2618,11.4,2.37,7.7,macOS,1695.07,intel,true
Apple,18,1247,11.9,6.71,2.9,macOS,4907.88,nvidia,false
HP,56,2600,14.2,8.53,4.6,Chrome OS,1682.23,nvidia,false
Lenovo,23,3108,14.1,5.35,11.8,Chrome OS,4274.51,nvidia,true
Toshiba,33,2481,11.8,1.82,5.5,Windows,2825.2,nvidia,false
Microsoft,23,3093,14.4,5.07,8.1,Chrome OS,2701.32,intel,false
Acer,35,1842,15.3,8.63,3.8,Chrome OS,1803.09,amd,true
Lenovo,32,2151,10.5,1.71,2.5,Chrome OS,1047.9,nvidia,true
Toshiba,2,2004,15.3,6.8,2.2,Windows,3860.4,intel,true
Sony,7,2636,16.5,1.63,9.6,Chrome OS,949.62,intel,true
Microsoft,25,2601,14.8,3.61,2.8,Windows,418.47,amd,false
Microsoft,61,4059,10.1,8.13,9.8,Linux,1772.76,nvidia,false
Sony,6,2894,14.8,9.72,11.3,Linux,1459.62,amd,true
Microsoft,32,3686,13.1,4.21,6.4,Windows,1654.26,amd,true
Sony,13,454,12.3,2.29,7.1,Chrome OS,3942.05,intel,true
Apple,35,1801,12.4,9.54,2.6,Chrome OS,1455.97,intel,false
Samsung,29,3672,13.7,2.42,6.3,Chrome OS,539.02,intel,true
Dell,26,2734,10.4,1.13,11.6,macOS,2127.02,nvidia,true
Dell,27,2273,15.7,4.05,8.1,Windows,3025.02,intel,true
Lenovo,25,3687,14.7,4.87,7.1,Chrome OS,4248.62,nvidia,true
Acer,49,2596,13.7,8.47,3.4,Linux,3422.6,amd,false
Asus,59,2515,12.4,8.61,6.1,macOS,4503.59,intel,false
Acer,20,3800,11.0,3.39,2.7,macOS,1375.11,nvidia,true
Asus,43,2770,12.9,9.41,6.3,Windows,1081.96,intel,true
Acer,21,1641,13.9,8.5,2.2,Linux,1694.08,intel,true
Samsung,5,2484,12.5,4.75,3.6,macOS,1987.16,nvidia,true
Sony,36,3136,12.7,1.82,11.8,Chrome OS,4308.71,nvidia,false
Apple,40,3919,16.3,2.23,6.0,macOS,747.97,nvidia,true
Dell,51,214,14.2,8.63,6.3,macOS,3221.33,amd,false
Asus,59,3179,15.3,3.39,6.1,Chrome OS,1874.13,nvidia,false
Dell,36,1668,11.5,1.62,9.9,macOS,295.85,amd,true
Acer,43,1621,13.6,6.15,7.8,Linux,4178.86,intel,true
Asus,31,2703,15.9,2.99,2.2,Windows,3770.9,intel,false
Sony,62,992,12.7,4.72,8.8,Linux,1078.16,amd,true
Acer,48,3488,15.3,5.11,11.9,Chrome OS,288.78,nvidia,false
HP,52,3016,15.2,7.79,8.1,Windows,1569.12,intel,true
Microsoft,53,1189,15.8,2.68,8.6,Linux,4909.96,nvidia,false
HP,30,2105,14.8,6.25,5.0,macOS,3575.01,amd,false
Acer,50,674,14.4,9.7,9.9,macOS,4821.46,nvidia,false
Lenovo,25,3444,13.6,5.55,7.1,macOS,2659.97,intel,true
Microsoft,21,2265,15.8,8.12,3.2,Windows,1813.85,amd,false
Sony,19,3204,12.4,3.82,5.1,Linux,4340.98,intel,true
Microsoft,17,2008,12.2,1.62,10.2,Windows,2960.09,intel,false
Asus,43,2475,14.8,6.3,2.9,macOS,2695.67,intel,true
Apple,62,2712,15.5,7.61,2.8,Windows,246.7,intel,true
Samsung,21,1949,11.8,5.27,7.7,Windows,421.85,amd,true
Apple,62,3219,13.8,5.76,10.8,Linux,718.74,nvidia,true
Samsung,43,2367,12.9,7.2,7.4,Windows,2772.65,intel,true
Toshiba,35,551,13.9,3.57,10.3,Linux,4907.27,amd,true
Toshiba,45,986,15.9,6.58,5.4,Linux,1085.37,intel,true
Asus,57,3698,13.4,7.27,3.8,Windows,3758.89,amd,true
Toshiba,31,3505,16.4,2.55,2.6,Chrome OS,4910.15,amd,false
Lenovo,13,959,10.0,3.31,11.3,macOS,4936.8,amd,false
Apple,52,280,15.4,1.68,6.2,Linux,1868.2,amd,true
Sony,24,1809,15.2,7.61,7.6,Linux,244.99,nvidia,false
Toshiba,31,3910,11.0,3.35,4.4,Chrome OS,3207.18,intel,false
Lenovo,38,2875,13.9,6.56,7.7,macOS,2971.45,intel,false
Apple,34,1190,10.1,1.99,11.9,Linux,4671.21,amd,false
Asus,9,935,10.9,6.25,9.2,Chrome OS,729.95,nvidia,true
Acer,22,2594,15.2,5.95,2.4,Chrome OS,833.63,nvidia,false
Acer,30,592,10.8,6.51,4.4,Linux,435.65,amd,true
Sony,51,1256,10.3,9.1,8.9,Linux,4961.53,nvidia,false
Asus,61,903,12.7,3.66,8.0,Windows,581.58,intel,false
Samsung,46,2070,10.4,8.67,8.6,Windows,1984.73,amd,true
Lenovo,55,3574,16.9,1.52,8.5,Windows,3240.31,intel,false
Apple,45,2418,16.8,5.39,10.1,Windows,455.32,amd,true
Acer,57,2478,14.1,3.92,10.6,macOS,4786.82,nvidia,false
Asus,38,3471,15.8,6.74,6.9,Chrome OS,4451.89,intel,true
Lenovo,13,2829,12.9,5.47,4.9,Chrome OS,4180.58,amd,false
Toshiba,8,161,16.0,6.39,5.6,Chrome OS,2386.69,intel,true
Samsung,13,3114,14.8,5.03,2.5,macOS,1445.99,intel,true
Toshiba,34,471,16.8,2.85,8.1,Linux,2959.8,intel,true
Samsung,56,1146,11.1,6.89,2.7,Linux,536.07,intel,true
Apple,53,3304,10.2,6.97,10.8,Chrome OS,4601.52,amd,true
Lenovo,30,881,12.1,7.97,9.5,Chrome OS,4524.46,intel,true
HP,62,219,13.8,8.43,4.1,macOS,4920.6,amd,false
HP,10,312,11.1,9.94,11.9,Chrome OS,1946.8,amd,true
Asus,28,3125,11.6,1.07,11.6,Chrome OS,568.29,amd,true
Dell,61,3598,14.6,7.69,5.8,macOS,3379.71,nvidia,true
Microsoft,2,2262,11.6,9.46,4.4,Windows,1277.19,amd,false
Asus,43,369,12.3,3.8,2.6,macOS,1101.15,nvidia,false
Toshiba,6,2563,10.3,9.69,5.7,Chrome OS,1068.77,amd,true
Dell,32,4079,11.4,7.0,12.0,macOS,3201.11,amd,false
Acer,59,1503,11.6,9.36,11.6,macOS,1841.2,nvidia,false
Apple,63,3917,12.0,7.99,9.3,Windows,4906.19,amd,false
Microsoft,14,2381,15.8,2.86,8.4,Linux,774.47,nvidia,true
Sony,26,3037,13.1,8.73,6.8,Chrome OS,3157.45,nvidia,false
Apple,3,1611,10.3,6.04,6.6,Chrome OS,361.56,intel,false
Apple,59,425,13.3,9.85,4.0,Linux,2071.69,nvidia,false
Toshiba,63,1215,12.9,6.22,10.8,Chrome OS,2325.95,amd,false
Acer,44,2973,13.8,9.21,10.0,Chrome OS,3532.39,amd,true
Microsoft,45,3739,14.0,3.08,11.7,macOS,1980.42,amd,false
Lenovo,11,354,13.8,6.9,6.2,Windows,3716.42,intel,false
Dell,31,3660,13.8,7.95,6.9,Chrome OS,4999.74,amd,true
Acer,63,2019,16.9,8.94,2.1,macOS,4388.98,intel,false
Acer,46,2931,15.8,3.25,4.7,Chrome OS,249.73,intel,true
Microsoft,54,1722,15.0,3.42,4.4,macOS,574.04,intel,true
Acer,45,548,10.3,6.54,6.1,Chrome OS,826.44,amd,true
Lenovo,44,3065,11.1,6.58,6.1,Linux,3700.13,amd,false
Lenovo,50,1527,14.3,4.79,5.9,Windows,2998.93,nvidia,true
Apple,22,3785,13.9,2.28,7.3,Chrome OS,1794.69,intel,true
Asus,3,1633,14.8,7.6,2.6,Windows,3249.72,amd,true
Toshiba,9,2254,14.2,3.64,8.4,Linux,1473.64,nvidia,false
Samsung,59,1968,11.8,7.65,9.3,Linux,1036.25,intel,false
Toshiba,63,151,16.4,7.32,9.6,Chrome OS,4039.55,nvidia,false
HP,17,2408,14.9,5.31,6.0,Windows,2898.9,intel,true
Sony,62,2613,14.5,2.69,8.1,Windows,3010.94,intel,false
Apple,42,3923,14.8,7.57,9.8,Chrome OS,1176.9,intel,true
Dell,25,214,12.4,7.65,2.4,Linux,997.13,amd,true
HP,64,1062,16.0,8.02,8.6,Chrome OS,3555.59,amd,true
Acer,44,887,14.8,3.72,8.0,macOS,1903.71,nvidia,false
Samsung,51,540,12.8,4.07,7.9,Windows,4418.4,intel,false
Lenovo,45,1955,16.8,8.06,3.8,macOS,4103.91,intel,true
Apple,62,986,13.5,7.78,11.5,Linux,2328.87,amd,false
Lenovo,14,135,16.2,7.68,3.3,Windows,3373.39,nvidia,true
Lenovo,55,2305,15.7,4.97,2.7,Linux,1782.43,amd,false
Samsung,37,3686,11.1,7.01,6.8,macOS,4098.3,intel,true
Sony,23,287,12.8,1.3,3.5,Chrome OS,3441.65,nvidia,false
Sony,5,2469,16.0,5.03,3.6,Windows,2600.62,intel,false
Lenovo,28,2733,16.1,7.28,10.6,macOS,1140.58,intel,false
Lenovo,64,968,13.2,2.93,9.0,Windows,2411.97,intel,false
Lenovo,28,267,11.6,5.36,7.1,Linux,2555.77,intel,false
Acer,10,2171,13.9,6.78,10.0,Linux,894.61,amd,false
HP,15,251,14.9,6.34,8.7,Chrome OS,4431.09,nvidia,false
Asus,14,395,15.1,9.18,4.6,macOS,4755.46,intel,true
Acer,55,3429,12.4,9.44,5.9,Linux,4798.87,intel,false
Asus,34,1024,12.9,4.61,2.6,Linux,4745.8,amd,true
HP,47,2967,12.8,1.22,11.0,Chrome OS,2654.85,intel,false
Lenovo,29,3951,10.0,5.9,10.6,macOS,1730.63,amd,true
Sony,30,1912,11.0,4.82,3.3,Chrome OS,2168.26,intel,false
Dell,49,836,13.8,9.85,7.4,Linux,1723.47,nvidia,false
Microsoft,17,2646,12.5,7.45,2.9,Windows,4672.46,amd,true
Lenovo,26,2763,13.0,2.38,9.0,Windows,667.36,intel,false
HP,50,227,11.8,6.54,10.3,Chrome OS,487.13,amd,true
Microsoft,63,485,12.6,1.62,5.9,Windows,1335.42,nvidia,false
Sony,51,2077,14.3,7.76,7.9,Chrome OS,1116.58,nvidia,false
Asus,37,3546,11.2,8.5,9.9,Windows,4265.0,intel,true
Toshiba,40,3451,11.0,4.87,8.5,Windows,4599.71,intel,false
Microsoft,30,3020,11.0,3.9,3.6,Windows,2297.74,amd,false
Samsung,29,3217,13.3,4.81,5.2,Chrome OS,1211.75,amd,false
HP,9,3866,13.6,8.27,11.7,Chrome OS,1805.72,intel,true
HP,8,2421,14.2,5.74,4.3,macOS,2328.43,nvidia,true
Acer,42,630,13.2,9.92,5.5,macOS,209.89,nvidia,false
Lenovo,9,2740,15.6,2.83,4.6,Chrome OS,232.29,nvidia,true
HP,64,416,10.4,4.3,4.1,Windows,4456.55,nvidia,true
HP,32,667,16.2,8.92,5.7,Chrome OS,865.61,intel,true
HP,14,198,13.8,4.51,9.9,macOS,1156.45,nvidia,false
Samsung,63,646,12.3,9.44,4.1,Linux,1301.93,nvidia,true
HP,43,2596,16.9,4.43,7.9,Windows,4039.73,amd,true
Toshiba,49,1111,11.5,3.18,11.7,macOS,3861.72,amd,true
Apple,28,3403,15.1,6.58,3.0,macOS,3507.21,nvidia,false
Asus,48,3326,10.6,6.15,5.2,Linux,360.11,amd,true
Asus,49,3297,13.0,2.75,5.5,Windows,3997.63,intel,true
Apple,41,370,16.4,9.69,4.3,Linux,884.42,nvidia,true
Samsung,54,3585,15.4,8.49,8.0,macOS,3337.82,intel,false
Asus,27,137,12.3,9.3,10.0,macOS,817.02,nvidia,true
Microsoft,7,3194,11.4,4.31,4.1,Linux,1755.62,nvidia,true
Toshiba,60,2068,14.7,4.74,5.3,Linux,323.28,amd,false
Apple,41,3509,16.0,7.39,3.7,macOS,261.04,intel,true
Samsung,10,2321,14.8,4.39,5.7,macOS,2828.76,nvidia,false
Asus,10,2707,16.1,6.47,5.6,Chrome OS,717.54,amd,true
Apple,53,3603,14.5,1.68,9.9,Chrome OS,224.14,intel,true
Apple,12,3976,16.4,7.72,5.2,macOS,647.61,nvidia,false
HP,40,2951,13.1,3.3,10.7,macOS,2784.1,amd,true
Apple,31,2585,10.8,8.49,3.7,macOS,2284.85,nvidia,true
Acer,47,792,13.3,7.5,9.6,Windows,2783.4,intel,false
HP,50,829,12.9,8.65,2.7,Windows,1340.53,intel,false
Apple,61,1305,13.2,1.18,5.7,Chrome OS,2310.04,nvidia,false
Microsoft,39,1926,13.0,9.57,10.7,macOS,1780.12,intel,false
HP,26,2929,16.1,7.16,7.6,Chrome OS,837.98,nvidia,false
Microsoft,16,2706,10.1,8.73,8.3,Windows,1502.9,amd,true
Sony,62,3192,15.2,5.01,2.9,Chrome OS,2531.74,amd,false
Toshiba,30,4089,10.4,8.79,3.0,Chrome OS,3517.26,nvidia,true
Microsoft,19,1144,15.9,7.34,11.6,macOS,4389.88,amd,false
Acer,40,1362,15.9,1.69,7.0,Chrome OS,1426.99,amd,false
Asus,16,784,11.4,1.01,8.1,Chrome OS,1373.97,nvidia,false
Microsoft,55,3428,12.3,7.78,9.9,Linux,4351.25,nvidia,true
Apple,25,2099,16.6,8.12,2.7,Linux,418.7,nvidia,false
Sony,48,1439,12.1,1.88,11.0,macOS,2434.34,intel,false
Dell,64,259,13.6,7.69,5.3,Windows,524.52,nvidia,true
HP,15,268,11.3,5.5,11.8,macOS,961.08,intel,false
HP,15,787,15.4,6.4,6.9,macOS,1588.88,nvidia,false
Toshiba,42,3673,10.9,7.88,11.1,macOS,281.95,amd,false
Asus,52,458,14.2,9.1,5.9,Chrome OS,4805.48,amd,true
Acer,57,1018,12.9,7.84,6.0,macOS,1377.38,nvidia,false
Microsoft,37,1912,11.4,7.69,10.8,macOS,3590.88,nvidia,true
Sony,5,2341,12.3,6.63,2.9,Chrome OS,962.3,amd,true
Apple,52,2890,11.2,6.0,10.1,Chrome OS,3112.29,amd,true
Microsoft,21,3206,15.9,7.59,2.1,macOS,3199.88,intel,false
Microsoft,59,464,10.0,7.84,6.0,Linux,424.76,intel,false
Microsoft,49,1157,10.3,8.53,8.8,Windows,1753.67,nvidia,false
Dell,60,1721,10.5,4.29,4.0,Chrome OS,3350.26,intel,true
Apple,27,2043,10.5,5.87,10.4,Windows,287.95,nvidia,true
Sony,5,3679,12.8,5.84,8.9,Chrome OS,2308.56,intel,true
Dell,35,527,16.0,4.87,2.3,macOS,2279.7,nvidia,true
Microsoft,62,1762,14.0,8.44,11.3,Chrome OS,4723.38,nvidia,false
Lenovo,42,1100,11.4,9.85,8.7,Linux,2255.74,amd,true
Lenovo,58,1700,13.0,5.43,10.2,Linux,4738.85,amd,false
Dell,17,1368,16.9,4.78,5.9,Linux,718.08,nvidia,true
HP,7,1046,13.3,8.53,11.6,Linux,1999.15,amd,true
Acer,7,2128,16.9,2.75,7.5,Linux,329.63,amd,false
Dell,50,1593,15.9,3.53,2.5,Chrome OS,1591.02,nvidia,true
Lenovo,60,3460,10.1,1.12,8.4,Linux,2905.56,nvidia,true
Sony,31,642,10.2,2.56,5.3,Chrome OS,548.32,intel,true
Asus,6,1507,14.3,4.39,8.3,Chrome OS,366.62,intel,false
HP,62,804,11.5,2.28,11.7,Windows,3522.95,intel,true
Sony,10,2109,10.0,1.91,7.1,Windows,2768.2,amd,true
Sony,64,2810,16.5,8.32,2.9,Windows,1406.63,nvidia,true
HP,51,3093,15.8,6.16,8.7,macOS,1149.54,intel,true
Dell,7,1936,12.4,1.77,7.5,Linux,2053.59,amd,false
Microsoft,12,3777,15.4,5.03,5.8,Chrome OS,1273.53,amd,false
Samsung,36,868,10.5,6.06,11.6,Linux,4077.44,intel,false
Microsoft,51,1511,13.3,9.56,3.7,Windows,4962.9,amd,false
Sony,34,3832,15.1,5.05,6.0,macOS,2276.55,intel,false
Toshiba,51,3053,10.6,9.46,10.5,Chrome OS,437.37,amd,true
Samsung,55,1450,15.9,1.42,3.4,Linux,1629.17,intel,false
Acer,28,3855,14.1,1.46,3.5,Linux,3212.49,amd,false
Microsoft,17,1153,13.4,1.49,2.1,Chrome OS,1231.92,nvidia,false
Lenovo,51,1556,16.3,1.78,11.3,macOS,2821.93,nvidia,true
Microsoft,26,483,11.4,1.86,11.1,Windows,607.03,intel,false
HP,57,2362,14.7,6.28,11.8,Linux,422.66,amd,false
Asus,50,3260,10.9,4.68,8.6,Windows,4051.86,nvidia,true
Lenovo,46,606,10.9,1.02,5.1,Chrome OS,1366.17,intel,false
Acer,13,2777,12.7,7.0,9.4,Linux,646.65,amd,true
HP,19,494,12.4,1.28,11.6,Chrome OS,801.0,amd,false
Sony,58,598,13.5,3.41,9.4,Linux,1210.37,nvidia,true
Microsoft,29,1632,15.0,7.82,3.3,macOS,3757.08,nvidia,false
Samsung,18,4009,14.5,3.27,6.6,Windows,4384.62,amd,false
Dell,64,3856,14.4,3.14,3.0,macOS,355.69,nvidia,true
Lenovo,13,3477,13.1,6.94,6.2,Windows,3123.77,intel,false
Acer,16,3085,10.1,3.81,11.7,macOS,4365.95,nvidia,true
Acer,62,2038,16.3,1.93,4.1,Linux,764.78,amd,false
Toshiba,32,2995,13.6,7.33,2.1,Windows,2439.13,intel,true
Samsung,34,868,10.2,7.4,3.4,Windows,3321.94,amd,false
Acer,2,1624,13.1,6.68,2.2,Windows,4081.61,amd,false
Toshiba,49,3689,10.2,1.84,4.1,Windows,1134.53,intel,false
Toshiba,31,1086,13.4,3.1,11.8,Windows,4238.9,intel,true
Asus,24,2255,12.0,1.66,8.5,Windows,3667.8,intel,false
HP,11,2540,12.5,9.05,11.9,Chrome OS,2324.82,intel,false
Microsoft,12,1768,11.9,7.0,4.3,macOS,422.35,amd,true
Samsung,28,1823,11.3,4.67,8.8,Linux,2365.06,intel,true
Sony,44,3123,15.6,1.01,9.1,Windows,4306.09,intel,false
Acer,3,1281,12.1,3.19,9.3,macOS,1786.98,nvidia,false
Dell,18,1150,13.0,3.8,4.8,Windows,3641.27,nvidia,true
Dell,49,2441,10.6,5.81,9.9,Linux,4144.62,nvidia,false
HP,31,3700,12.3,9.67,10.2,macOS,934.4,amd,false
Apple,19,1656,11.0,3.19,8.4,macOS,1084.23,intel,true
Dell,56,741,15.7,5.44,12.0,Linux,2560.07,amd,false
Samsung,46,1439,15.4,1.64,9.8,Linux,1082.61,amd,true
Lenovo,21,1422,15.8,4.64,7.5,Linux,4101.06,nvidia,true
HP,32,668,15.3,8.79,4.5,Linux,3834.92,intel,false
Acer,30,2650,16.9,3.87,9.2,Windows,1333.48,amd,false
Microsoft,35,2397,13.8,7.39,7.6,Windows,4648.93,intel,false
Asus,26,2672,13.1,6.85,10.8,macOS,2023.46,amd,false
Asus,13,2269,16.2,6.31,10.2,Windows,1426.02,amd,true
Lenovo,38,1534,10.6,1.85,11.8,Linux,4957.6,nvidia,true
Dell,42,1720,13.9,6.26,11.8,macOS,2452.34,nvidia,false
Microsoft,37,2547,13.7,4.37,11.3,Chrome OS,4161.28,intel,true
Sony,17,723,10.2,2.11,11.4,Linux,3072.56,amd,false
Samsung,14,2916,16.8,8.98,9.6,Chrome OS,4781.1,intel,false
Acer,17,2897,16.3,8.69,2.8,Chrome OS,3187.13,nvidia,true
Toshiba,48,3290,10.2,3.78,3.3,Linux,4282.35,intel,false
Sony,29,3618,12.1,9.72,12.0,Linux,526.17,intel,false
Samsung,35,3384,11.2,4.62,3.4,Windows,4219.6,intel,false
Samsung,40,3624,12.0,8.28,2.7,Windows,4516.99,amd,false
Microsoft,51,3647,10.6,2.28,10.9,Chrome OS,3675.07,amd,true
Sony,12,3837,13.1,2.69,7.4,Linux,2682.04,intel,false
Samsung,24,1819,12.9,2.77,3.9,macOS,1417.83,amd,false
Asus,54,1526,13.9,3.23,8.7,macOS,3533.13,nvidia,true
Asus,27,3033,11.0,5.01,8.2,Chrome OS,2791.07,intel,false
Apple,45,2970,13.6,3.91,7.0,Linux,1383.37,intel,true
HP,16,1016,14.5,8.88,10.5,macOS,1573.55,amd,true
Dell,21,1394,15.2,4.01,8.6,macOS,2205.68,amd,false
Dell,7,3911,14.5,9.63,2.7,Chrome OS,2901.61,amd,false
Samsung,43,2503,11.0,9.09,4.1,macOS,4109.64,nvidia,false
Sony,26,1359,12.3,6.46,8.0,macOS,1055.85,amd,true
Microsoft,29,762,10.9,9.96,11.9,Windows,1495.39,intel,true
Sony,61,2379,14.2,3.76,7.8,Linux,3946.3,amd,false
Acer,8,840,12.6,2.36,4.1,macOS,3725.78,nvidia,false
HP,58,763,15.9,8.24,9.8,Linux,285.61,nvidia,true
Dell,64,253,13.2,4.36,6.3,Windows,3118.4,intel,false
HP,56,2717,15.8,6.08,9.7,macOS,688.99,amd,false
Lenovo,17,2133,12.6,4.91,7.8,Chrome OS,4951.55,intel,true
Dell,63,721,11.8,2.87,10.4,Chrome OS,2690.04,nvidia,false
HP,58,1586,15.6,8.52,4.9,Chrome OS,629.91,intel,false
Asus,45,2440,11.3,1.39,2.2,Linux,2370.06,nvidia,false
Sony,2,2454,12.4,5.54,2.9,Windows,476.18,intel,true
Apple,30,3145,10.9,7.55,11.5,Linux,3521.54,nvidia,false
Microsoft,63,1721,10.8,3.71,8.5,Windows,2439.78,amd,true
Lenovo,36,2004,11.7,4.96,12.0,macOS,299.18,intel,false
Acer,59,3304,13.0,4.38,6.2,macOS,3572.83,amd,false
Samsung,5,780,16.2,4.79,6.3,Linux,4449.82,intel,false
Microsoft,58,1223,13.7,9.69,10.5,Linux,2169.45,nvidia,false
Microsoft,51,3516,15.4,4.51,2.3,macOS,1598.93,amd,false
Samsung,50,460,11.9,2.12,10.4,macOS,696.05,nvidia,false
Asus,13,1263,10.5,7.17,7.6,Chrome OS,1982.33,intel,true
Apple,59,678,10.2,9.5,9.7,Windows,4514.33,nvidia,true
Apple,37,1206,15.3,6.46,6.1,Chrome OS,4659.81,nvidia,false
Dell,13,2506,13.2,3.59,4.2,Chrome OS,370.86,intel,true
Toshiba,34,3987,12.9,6.13,7.7,Windows,882.25,intel,true
Dell,4,559,16.5,5.08,4.2,Linux,1795.34,amd,false
HP,17,474,11.3,9.31,8.2,Windows,4316.71,amd,false
HP,29,3591,10.7,6.04,2.2,Linux,2543.69,nvidia,false
Sony,61,2800,13.3,3.37,10.6,macOS,4336.06,intel,false
Lenovo,12,2744,11.1,4.02,8.1,Windows,4693.39,intel,true
Dell,8,2210,14.6,5.81,8.5,macOS,1657.65,amd,true
Toshiba,62,1224,15.8,6.87,4.7,Windows,4748.18,intel,true
Asus,9,1291,13.5,1.34,3.1,macOS,4870.04,nvidia,true
Microsoft,47,1173,11.3,3.24,10.3,Chrome OS,4031.98,intel,true
Apple,3,1422,10.2,8.85,4.5,macOS,804.52,amd,true
Microsoft,9,726,16.1,6.14,10.2,Windows,4075.5,nvidia,false
Dell,54,333,15.5,6.82,8.8,macOS,4023.97,nvidia,false
HP,31,1633,16.5,3.49,7.9,Windows,2674.59,amd,true
Asus,64,1766,12.2,1.59,9.3,Linux,3846.37,amd,false
Asus,19,1927,14.0,8.26,5.4,macOS,2686.93,intel,true
Toshiba,5,689,11.3,4.21,2.2,Linux,2283.47,amd,false
Microsoft,3,2247,15.9,8.09,3.7,Linux,1858.0,nvidia,false
Apple,30,4084,16.8,1.39,2.9,macOS,3646.46,intel,true
Toshiba,52,2912,10.0,7.49,9.6,macOS,2856.74,amd,true
Acer,50,2631,15.9,5.27,7.2,Windows,3011.9,nvidia,true
